               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.018768,            0.004799,           0.0026549,             0.98656,             0.98595,             0.99352,             0.87149,            0.010736,           0.0027365,          0.00085966,             0.00571,             0.00571,             0.00571
                 132,            0.018575,           0.0048135,           0.0030545,             0.98745,             0.98896,             0.99334,             0.87393,            0.010628,           0.0027269,          0.00087466,            0.005677,            0.005677,            0.005677
                 133,            0.018387,           0.0048351,           0.0030754,             0.98921,             0.98783,             0.99415,              0.8754,            0.010617,            0.002702,          0.00086442,            0.005644,            0.005644,            0.005644
                 134,            0.018565,           0.0047672,           0.0026293,             0.98763,             0.98799,              0.9933,             0.87275,             0.01066,           0.0027022,          0.00083109,            0.005611,            0.005611,            0.005611
                 135,            0.018151,           0.0046977,           0.0025803,             0.98818,              0.9871,             0.99323,             0.87299,            0.010706,           0.0027189,           0.0008345,            0.005578,            0.005578,            0.005578
                 136,            0.018238,           0.0047572,           0.0025037,             0.99254,             0.98589,             0.99367,              0.8771,            0.010441,            0.002682,          0.00081004,            0.005545,            0.005545,            0.005545
                 137,              0.0184,           0.0047969,           0.0028287,             0.99048,             0.98865,             0.99394,             0.87355,            0.010617,           0.0026694,          0.00080393,            0.005512,            0.005512,            0.005512
                 138,            0.018147,           0.0045821,           0.0029133,             0.98982,             0.98875,             0.99391,             0.87834,            0.010445,           0.0026684,          0.00082154,            0.005479,            0.005479,            0.005479
                 139,            0.018015,           0.0044702,           0.0026752,             0.99061,             0.98894,             0.99368,             0.87724,            0.010448,           0.0026383,          0.00080778,            0.005446,            0.005446,            0.005446
                 140,            0.018192,           0.0048361,           0.0028257,             0.99013,             0.98997,             0.99382,             0.87706,            0.010493,           0.0026686,          0.00082056,            0.005413,            0.005413,            0.005413
                 141,            0.017938,            0.004768,           0.0028455,             0.98893,             0.98976,             0.99372,             0.88104,            0.010358,            0.002643,          0.00082195,             0.00538,             0.00538,             0.00538
                 142,            0.017914,           0.0046713,           0.0025021,             0.99261,             0.98812,             0.99401,             0.88263,            0.010194,           0.0026241,          0.00081328,            0.005347,            0.005347,            0.005347
                 143,            0.017617,           0.0045843,            0.002701,             0.99195,             0.98527,             0.99382,             0.88163,            0.010253,           0.0026135,          0.00080642,            0.005314,            0.005314,            0.005314
                 144,            0.018093,           0.0046086,           0.0026693,             0.98965,             0.98839,             0.99384,             0.88117,            0.010315,           0.0026446,           0.0007926,            0.005281,            0.005281,            0.005281
                 145,            0.017647,           0.0045996,           0.0025465,             0.98935,             0.98837,             0.99386,             0.88278,            0.010164,           0.0026038,          0.00077805,            0.005248,            0.005248,            0.005248
                 146,            0.017873,           0.0046094,           0.0025767,             0.99073,             0.98864,             0.99352,             0.88335,            0.010148,           0.0026078,          0.00075976,            0.005215,            0.005215,            0.005215
                 147,            0.018204,           0.0046843,           0.0030771,             0.99046,             0.98817,             0.99366,             0.88315,            0.010204,           0.0026171,          0.00080431,            0.005182,            0.005182,            0.005182
                 148,            0.017816,           0.0045967,           0.0025279,              0.9902,             0.98763,              0.9937,              0.8857,            0.010112,           0.0025899,          0.00080397,            0.005149,            0.005149,            0.005149
