               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.022502,           0.0064998,           0.0041214,             0.95783,             0.97133,             0.98682,             0.77482,            0.015074,           0.0035141,           0.0015162,            0.006106,            0.006106,            0.006106
                 120,            0.022362,           0.0064894,           0.0037001,             0.95426,             0.97734,             0.98953,             0.78889,            0.014446,           0.0033885,           0.0011902,            0.006073,            0.006073,            0.006073
                 121,            0.022315,           0.0064309,           0.0040541,             0.96357,             0.98136,              0.9894,             0.78522,            0.014645,           0.0033603,           0.0011688,             0.00604,             0.00604,             0.00604
                 122,            0.022255,           0.0064645,           0.0035192,             0.95921,             0.97329,              0.9885,             0.78531,            0.014663,           0.0033752,           0.0011971,            0.006007,            0.006007,            0.006007
                 123,            0.022437,           0.0064304,           0.0031062,             0.96399,             0.98099,             0.98797,             0.78222,            0.014849,           0.0034282,           0.0010796,            0.005974,            0.005974,            0.005974
                 124,            0.022507,           0.0065105,           0.0035183,             0.97199,             0.98427,             0.98962,             0.78741,            0.014557,             0.00336,           0.0012097,            0.005941,            0.005941,            0.005941
                 125,            0.022215,           0.0065153,            0.003355,             0.96564,             0.97935,             0.98832,             0.78985,            0.014269,            0.003323,           0.0013469,            0.005908,            0.005908,            0.005908
                 126,            0.022113,           0.0064534,           0.0037196,             0.95847,             0.97471,             0.98895,              0.7926,             0.01454,           0.0033449,            0.001127,            0.005875,            0.005875,            0.005875
                 127,            0.021838,           0.0064466,           0.0031458,             0.96864,             0.98198,             0.99035,             0.79394,            0.014335,           0.0033028,           0.0012609,            0.005842,            0.005842,            0.005842
                 128,            0.021806,           0.0063333,           0.0031593,             0.97513,             0.98057,             0.99016,             0.79207,            0.014395,           0.0032951,           0.0011468,            0.005809,            0.005809,            0.005809
                 129,            0.021347,           0.0062281,            0.003359,             0.96564,             0.98448,              0.9891,             0.79787,             0.01391,           0.0032651,           0.0010297,            0.005776,            0.005776,            0.005776
                 130,            0.021817,           0.0065014,           0.0036222,             0.96841,             0.98307,             0.99227,             0.79724,            0.014448,           0.0033034,           0.0010239,            0.005743,            0.005743,            0.005743
                 131,            0.021715,           0.0064112,           0.0035934,              0.9758,             0.98314,             0.99011,             0.79733,            0.014132,           0.0033102,            0.001134,             0.00571,             0.00571,             0.00571
